match_minute,period,event_type,team_name,player_name,jersey_number,assist_name,sub_in_name,goal_type,outcome,duel_type,card_color,pitch_x,pitch_y,end_pitch_x,end_pitch_y
3,1st half,Possession Lost,UP Country Lions,Mohamed Akib,7,,,,,,,0.2776073619631902,0.7764705882352941,,
2,1st half,Interception,UP Country Lions,Jude Suban,17,,,,,,,0.7822085889570553,0.3952941176470588,,
2,1st half,Possession Lost,UP Country Lions,Daccosta Empem,44,,,,,,,0.6687116564417178,0.22823529411764706,,
,1st half,Duel,UP Country Lions,Daccosta Empem,44,,,,won,aerial,,0.7638036809815951,0.3411764705882353,,
1,1st half,Goal,UP Country Lions,Benjamin York,77,Naveen Jude,,open_play,,,,0.19325153374233128,0.47294117647058825,,
1,1st half,Key Pass,UP Country Lions,Naveen Jude,21,,,,,,,0.25153374233128833,0.7458823529411764,0.18865030674846625,0.4
,1st half,Duel,UP Country Lions,Naveen Jude,21,,,,won,grounded,,0.6319018404907976,0.7741176470588236,,
1,1st half,Possession Lost,UP Country Lions,Mohamed Murseed,4,,,,,,,0.75920245398773,0.72,,
1,1st half,Offside,UP Country Lions,Benjamin York,77,,,,,,,0.27300613496932513,0.36941176470588233,,
1,1st half,Duel,UP Country Lions,Jude Suban,17,,,,won,aerial,,0.6901840490797546,0.4988235294117647,,
